County,Covered IHIO population,N of Centers ,Province,Province - en,Best_Nearest_Hospital,Travel_Time_Minutes,Travel_Distance_Km,Center lat (administrative),Center long (administrative),SPAI index,SPAI index_30,SPAI_Normalized,SPAI_Normalized_30
آذرشهر,71956,0.0,آذربايجان شرقي,East Azerbaijan,بیمارستان شهید محلاتی تبریز,40.78,54.71,37.758889,45.978333,0.0005963584889602,0.0005185115152906,3.791718945908020,10.316411501806500
اسكو,63836,0.0,آذربايجان شرقي,East Azerbaijan,بیمارستان شهید محلاتی تبریز,29.11,33.29,37.915833,46.123611,0.0006841082750666,0.0006367690406031,4.349642632144360,12.669287490732800
اهر,108055,0.0,آذربايجان شرقي,East Azerbaijan,بیمارستان پزشکان ولیعصر تبریز,70.74,106.18,38.4894305,47.0683575,0.0003682102178104,0.0003448044723447,2.3411248180317100,6.86030053233742
بستان آباد,81471,0.0,آذربايجان شرقي,East Azerbaijan,بیمارستان پزشکان ولیعصر تبریز,37.15,53.2,37.85,46.833333,0.0006314986512776,0.0005897674875974,4.015144321227960,11.734134947864000
بناب,98143,0.0,آذربايجان شرقي,East Azerbaijan,بیمارستان امیرالمومنین مراغه,24.97,21.89,37.340278,46.056111,0.0001298506415153,0.0001488250809018,0.8256059848000790,2.9610543470999500
تبريز,845589,6.0,آذربايجان شرقي,East Azerbaijan,بیمارستان نور نجات تبریز,0.9,0.49,38.066667,46.3,0.0007907029232839,0.000736430222448,5.027384216543800,14.652166814236600
جلفا,25798,0.0,آذربايجان شرقي,East Azerbaijan,بیمارستان عالی نسب تبریز,98.45,134.49,38.940278,45.630833,0.0001913939570732,0.0001774788138354,1.2169057816752100,3.531154897017750
چاراويماق,30887,0.0,آذربايجان شرقي,East Azerbaijan,بیمارستان امیرالمومنین مراغه,102.11,115.29,37.1299052,47.0245686,0.0001185974037791,0.0001125153885584,0.7540565468075830,2.2386292578354000
خداآفرين,29148,0.0,آذربايجان شرقي,East Azerbaijan,بیمارستان پزشکان ولیعصر تبریز,183.33,225.12,39.1589,47.0326,6.36807769619544E-06,5.53463831104122E-06,0.0404890033372019,0.11011829949111800
سراب,98170,0.0,آذربايجان شرقي,East Azerbaijan,بیمارستان امام خمینی اردبیل,72.44,82.87,37.940833,47.536667,0.0002745981908238,0.0002592449078819,1.7459282997280400,5.157989881784380
شبستر,80590,0.0,آذربايجان شرقي,East Azerbaijan,بیمارستان عالی نسب تبریز,51.75,67.73,38.180278,45.702778,0.0005254834362395,0.0004882390767968,3.3410868426208200,9.714104853920120
عجب شير,45937,0.0,آذربايجان شرقي,East Azerbaijan,بیمارستان امیرالمومنین مراغه,39.16,43.63,37.4775,45.894167,0.0001144336680591,0.0003508615982041,0.727583014682962,6.980814351300120
كليبر,41921,0.0,آذربايجان شرقي,East Azerbaijan,بیمارستان پزشکان ولیعصر تبریز,128.16,166.66,38.869444,47.035556,7.18839960917855E-05,6.75786569625884E-05,0.45704708649999800,1.3445588254192400
مراغه,179932,1.0,آذربايجان شرقي,East Azerbaijan,بیمارستان امیرالمومنین مراغه,7.28,5.11,37.389167,46.2375,0.00014055815769,0.0001610972340646,0.8936856595172370,3.205223624555020
مرند,158112,0.0,آذربايجان شرقي,East Azerbaijan,بیمارستان عالی نسب تبریز,50.74,68.23,38.425117,45.769636,0.0005333250069432,0.0004955570968904,3.390944491590890,9.85970568328985
ملكان,103777,0.0,آذربايجان شرقي,East Azerbaijan,بیمارستان امیرالمومنین مراغه,44.58,49.76,37.145625,46.1685242,0.0001074427046789,0.0001231427818111,0.6831336293056000,2.450074054630180
ميانه,122151,0.0,آذربايجان شرقي,East Azerbaijan,بیمارستان بهمن زنجان,98.49,142.77,37.421111,47.715,0.0001796747749666,0.0001765713966276,1.1423938133763800,3.51310073805806
هريس,60160,0.0,آذربايجان شرقي,East Azerbaijan,بیمارستان پزشکان ولیعصر تبریز,61.69,84.26,38.2474,47.1163,0.000438592261775,0.0004104488032218,2.788622312395560,8.166373609054650
هشترود,49342,0.0,آذربايجان شرقي,East Azerbaijan,بیمارستان پزشکان ولیعصر تبریز,77.1,112.88,37.477778,47.050833,0.0002983775189297,0.0002803243073519,1.897120125734100,5.577389938929890
ورزقان,37866,0.0,آذربايجان شرقي,East Azerbaijan,بیمارستان پزشکان ولیعصر تبریز,54.1,83.57,38.509722,46.654444,0.0004991200323787,0.0004668382246618,3.1734651523990400,9.288309108592770
اروميه,762810,5.0,آذربايجان غربي,West Azerbaijan,بیمارستان سیدالشهدا ارومیه,3.26,2.28,37.555278,45.0725,0.000545987927546,0.0005781690243189,3.4714568626713800,11.50336954258160
اشنويه,74833,0.0,آذربايجان غربي,West Azerbaijan,بیمارستان سیدالشهدا ارومیه,69.24,72.89,37.039722,45.098333,0.000274360048316,0.0002905087396222,1.744414161042390,5.780021493127500
بوكان,198245,0.0,آذربايجان غربي,West Azerbaijan,بیمارستان امیرالمومنین مراغه,92.21,121.61,36.521111,46.208889,4.34692537799334E-05,4.98212033074882E-05,0.2763827398671560,0.9912528838383710
پلدشت,39534,0.0,آذربايجان غربي,West Azerbaijan,بیمارستان عالی نسب تبریز,162.06,221.95,39.3438,45.072,1.83315612001766E-05,1.54233023671551E-05,0.11655426928184500,0.3068651886104830
پيرانشهر,132263,0.0,آذربايجان غربي,West Azerbaijan,بیمارستان سیدالشهدا ارومیه,101.58,133.15,36.694444,45.141667,0.0001277127189605,0.0001352146496662,0.8120128162513200,2.690258414506630
تكاب,62184,0.0,آذربايجان غربي,West Azerbaijan,بیمارستان توحید سنندج,151.97,184.39,36.3999967196707,47.1066399221946,2.14878318430759E-05,1.39583035703149E-05,0.13662221736448500,0.2777172719448630
چالدران,41483,0.0,آذربايجان غربي,West Azerbaijan,بیمارستان سیدالشهدا ارومیه,159.0,222.51,39.0649837,44.3844679,1.45686093084001E-05,1.27624328853907E-05,0.09262896890510910,0.2539239834164270
چايپاره,37904,0.0,آذربايجان غربي,West Azerbaijan,بیمارستان عالی نسب تبریز,126.69,173.65,38.8884,45.0,7.75567517725227E-05,6.45706952276215E-05,0.49311514889592700,1.2847118015354800
خوئ,249705,0.0,آذربايجان غربي,West Azerbaijan,بیمارستان سیدالشهدا ارومیه,93.92,134.75,38.5504343,44.95354,0.0001498588543448,0.0001325800398036,0.9528206066488480,2.6378396760837000
سردشت,112592,0.0,آذربايجان غربي,West Azerbaijan,بیمارستان سیدالشهدا ارومیه,182.31,237.77,36.155278,45.478889,4.57537400400828E-06,4.86302404173169E-06,0.029090777806922000,0.09675572418013580
سلماس,154719,0.0,آذربايجان غربي,West Azerbaijan,بیمارستان سیدالشهدا ارومیه,63.12,91.97,38.197222,44.765278,0.0003000382960273,0.0003175911209041,1.9076795461204500,6.3188581081568
شاهين دژ,76111,0.0,آذربايجان غربي,West Azerbaijan,بیمارستان امیرالمومنین مراغه,102.25,119.79,36.679167,46.566944,3.31449448524073E-05,3.79882535933838E-05,0.21073954288313300,0.7558220883188760
شوط,49188,0.0,آذربايجان غربي,West Azerbaijan,بیمارستان عالی نسب تبریز,159.36,230.01,39.2177,44.7689,2.07171709604336E-05,1.74153513429024E-05,0.13172226285108400,0.3464994037812750
ماكو,75861,0.0,آذربايجان غربي,West Azerbaijan,بیمارستان عالی نسب تبریز,171.77,246.45,39.295278,44.516667,1.16101018916008E-05,9.79883791202081E-06,0.07381842318210550,0.19495968972502600
مهاباد,164886,0.0,آذربايجان غربي,West Azerbaijan,بیمارستان امیرالمومنین مراغه,88.8,115.44,36.763056,45.722222,0.00015339489796,0.0001630943584169,0.9753031969322330,3.244958820459120
مياندوآب,212784,0.0,آذربايجان غربي,West Azerbaijan,بیمارستان امیرالمومنین مراغه,53.66,66.8,36.969444,46.102778,9.49230126785048E-05,0.0001087936484292,0.6035319228930670,2.164580752559500
نقده,92409,0.0,آذربايجان غربي,West Azerbaijan,بیمارستان سیدالشهدا ارومیه,67.51,87.48,36.955278,45.388056,0.0002865673103854,0.0003034240688705,1.822029400404400,6.036987533953240
اردبيل,371722,2.0,اردبيل,Ardabil,بیمارستان امام خمینی اردبیل,58.23,75.86,38.4853276,47.8911209,0.0003526053237821,0.0003592781819563,2.2419070263320200,7.148272428636060
اصلاندوز,29153,0.0,اردبيل,Ardabil,بیمارستان امام خمینی اردبیل,157.06,187.68,39.4413,47.4099,1.83389368691172E-05,1.8685999490032E-05,0.1166011646714110,0.371780480041366
انگوت,16787,0.0,اردبيل,Ardabil,بیمارستان امام خمینی اردبیل,98.79,118.98,39.0458,47.7443,0.0001455248223577,0.0001482788244142,0.9252643103910190,2.9501859159360700
بيله سوار,43233,0.0,اردبيل,Ardabil,بیمارستان امام خمینی اردبیل,150.15,166.15,39.3567775,47.9490765,2.46308976734171E-05,2.50970336837617E-05,0.15660620766186500,0.49933573184247800
پارس آباد,101918,0.0,اردبيل,Ardabil,بیمارستان امام خمینی اردبیل,169.19,197.05,39.648333,47.9175,1.05829789573215E-05,1.07832614061449E-05,0.06728785212161130,0.2145459815583670
خلخال,57859,0.0,اردبيل,Ardabil,بیمارستان امام خمینی اردبیل,87.56,111.71,37.618889,48.525833,0.0001939611094384,0.0001875060374554,1.2332280449453000,3.730658595651280
سرعين,16613,0.0,اردبيل,Ardabil,بیمارستان امام خمینی اردبیل,26.09,27.91,38.1503,48.0701,0.0005138971812437,0.0005236223408449,3.267420040868250,10.418097535727200
كوثر,16732,0.0,اردبيل,Ardabil,بیمارستان امام خمینی اردبیل,60.99,78.9,37.6982,48.3335,0.000336006569313,0.0003423656433899,2.136370150503020,6.811777091028430
گرمي,41340,0.0,اردبيل,Ardabil,بیمارستان امام خمینی اردبیل,85.34,108.69,39.0372267,47.9277021,0.0002052980398531,0.0002091832150729,1.305309611046270,4.161952169477790
مشگين شهر,110304,0.0,اردبيل,Ardabil,بیمارستان امام خمینی اردبیل,71.29,97.95,38.3982,47.6778,0.0002787285047133,0.0002840033049309,1.7721893318375600,5.650588029656650
نمين,46052,0.0,اردبيل,Ardabil,بیمارستان قائم (عج) اردبیل,30.29,30.46,38.426944,48.483889,0.0004947265209615,0.0005040886273881,3.1455306787761200,10.029450764660200
نير,15389,0.0,اردبيل,Ardabil,بیمارستان امام خمینی اردبیل,28.72,35.11,38.0342,48.0015,0.0005036914765669,0.0005132235076857,3.2025309439647500,10.211200217451000
آران وبيدگل,30244,0.0,اصفهان,Isfahan,بیمارستان آیت اله یثربی کاشان,13.8,12.4,34.057778,51.484167,0.0047549987373953,0.0049056043688115,30.232853449921700,97.60291110479150
اردستان,13696,0.0,اصفهان,Isfahan,بیمارستان عسگریه اصفهان,87.08,116.96,33.376111,52.369444,0.0008006536897677,0.0007764646959858,5.090652385776560,15.44870091443430
اصفهان,816254,8.0,اصفهان,Isfahan,بیمارستان سینا اصفهان,1.82,0.7,32.6546275,51.6679826,0.0020705500840956,0.0019256880941663,13.164806282887800,38.31388545424120
برخوار,52397,0.0,اصفهان,Isfahan,بیمارستان عسگریه اصفهان,23.19,16.54,32.8064,51.6966,0.001838964092531,0.0016927921287759,11.692354715453200,33.68013953881770
بوئين مياندشت,15565,0.0,اصفهان,Isfahan,بیمارستان شهید منتظری نجف آباد,98.14,141.19,33.0808,50.163,0.0001886134274311,0.0002295165268914,1.1992268400339300,4.566507913619030
تيران وكرون,24478,0.0,اصفهان,Isfahan,بیمارستان شهید منتظری نجف آباد,31.01,31.26,32.7441,51.0958,0.0006288193024675,0.0010604094558004,3.998108699476920,21.098124118444100
جرقویه,23797,0.0,اصفهان,Isfahan,مرکز آموزشی و درمانی الزهرا(س)اصفهان,62.03,66.37,32.3034,52.2019,0.0011397977155061,0.0010564320400666,7.246970861306190,21.018988638876900
چادگان,25143,0.0,اصفهان,Isfahan,بیمارستان آیت اله کاشانی شهرکرد,68.82,79.09,32.7709,50.6248,0.0005390278867336,0.0005780066447152,3.4272040866965100,11.500138804667700
خميني شهر,104943,0.0,اصفهان,Isfahan,بیمارستان سینا اصفهان,23.73,17.34,32.700278,51.521111,0.0018122715823376,0.001745894708797,11.522640527615200,34.736679367057100
خوانسار,13576,0.0,اصفهان,Isfahan,بیمارستان شهید منتظری نجف آباد,92.89,128.49,33.220556,50.315,0.0002366003050511,0.0002554544964492,1.504333175224990,5.082575078163340
خور و بيابانك,4909,0.0,اصفهان,Isfahan,بیمارستان افشار یزد,268.15,320.56,33.6907,54.9612,8.78428999844986E-08,8.1986224275273E-08,0.0005585157154636420,0.0016312147409653200
دهاقان,17564,0.0,اصفهان,Isfahan,بیمارستان آیت اله کاشانی شهرکرد,69.8,100.71,31.94,51.647778,0.0008190003333099,0.000746362541467,5.207302550401660,14.849782271455100
سميرم,48977,0.0,اصفهان,Isfahan,مرکز آموزشی و درمانی الزهرا(س)اصفهان,115.09,161.74,31.3988346,51.567593,0.0002759134117552,0.0002263033123277,1.75429063247917,4.502577137338880
شاهين شهروميمه,54766,0.0,اصفهان,Isfahan,بیمارستان سینا اصفهان,48.19,62.68,33.1271852,51.5150077,0.0013558765058768,0.0013063871587016,8.62082577982341,25.99214696762940
شهرضا,58791,0.0,اصفهان,Isfahan,مرکز آموزشی و درمانی الزهرا(س)اصفهان,55.94,74.14,32.0121,51.8595,0.0012446781813165,0.0011374346101507,7.913813467944240,22.63063239421990
فريدن,35745,0.0,اصفهان,Isfahan,بیمارستان شهید منتظری نجف آباد,95.07,127.53,33.0214829,50.3069088,0.000204809885322,0.0002521070623523,1.3022058658688800,5.015973842510080
فريدونشهر,25564,0.0,اصفهان,Isfahan,بیمارستان شهید منتظری نجف آباد,107.41,146.84,32.941111,50.121111,0.0001447566328139,0.0001704087428303,0.9203800689469950,3.3904873135895900
فلاورجان,92168,0.0,اصفهان,Isfahan,بیمارستان میلاد اصفهان,15.84,16.67,32.555278,51.509722,0.0017934861802237,0.0017823045143218,11.403200683259200,35.46109632872100
كاشان,90300,2.0,اصفهان,Isfahan,بیمارستان آیت اله یثربی کاشان,7.46,5.68,33.9850358,51.4099625,0.0048718103886466,0.0050260840719644,30.97555596753760,100.0
کوهپایه,5079,0.0,اصفهان,Isfahan,بیمارستان شهید چمران اصفهان,63.86,92.27,32.7224,52.6627,0.001079518001301,0.0010073123002462,6.863705193697570,20.041692216511200
گلپايگان,34888,0.0,اصفهان,Isfahan,بیمارستان تخصصی و فوق تخصصی سینا اراک,77.19,108.35,33.4567,50.2887,0.0003972857664978,0.0004138017318727,2.5259906510190200,8.233084165481720
لنجان,81971,0.0,اصفهان,Isfahan,بیمارستان میلاد اصفهان,43.24,44.3,32.4750168,51.3050851,0.0013724712729246,0.0013467127240155,8.726337303148550,26.79447268953360
مباركه,34141,0.0,اصفهان,Isfahan,بیمارستان میلاد اصفهان,35.91,51.22,32.346389,51.504444,0.0015040868193718,0.0013547893346717,9.563164765620030,26.95516659239230
نائين,7189,0.0,اصفهان,Isfahan,بیمارستان شهید چمران اصفهان,102.97,141.17,32.8635,53.0944,0.0004171879990283,0.0003858469185649,2.6525314373895500,7.6768894638504400
نجف آباد,110608,1.0,اصفهان,Isfahan,بیمارستان شهید منتظری نجف آباد,1.42,1.03,32.6324231,51.3679914,0.0007184687632447,0.0014655441584285,4.5681107455818300,29.158767291684100
نطنز,11264,0.0,اصفهان,Isfahan,بیمارستان آیت اله یثربی کاشان,69.73,83.35,33.513333,51.916389,0.0017294163463426,0.0010528071967733,10.995836979236600,20.946868012930400
هرند,11350,0.0,اصفهان,Isfahan,بیمارستان شهید چمران اصفهان,65.2,90.52,32.571,52.438,0.0010520313309148,0.0009817264958007,6.688941639907960,19.53263180130210
ورزنه,17200,0.0,اصفهان,Isfahan,بیمارستان شهید چمران اصفهان,96.36,119.32,32.4217,52.6495,0.000502602309864,0.0004697311549231,3.1956058911666600,9.345867442673110
اشتهارد,6413,0.0,البرز,Alborz,بیمارستان شهید رجایی کرج,55.97,62.17,35.7212,50.3684,0.0005954302000674,0.0007542841589499,3.785816773561580,15.007392398334800
چهارباغ,13774,0.0,البرز,Alborz,بیمارستان شهید رجایی کرج,19.1,15.56,35.8377,50.8482,0.0009997121525524,0.0008525367226835,6.356290015920950,16.962245566861200
ساوجبلاغ,67979,0.0,البرز,Alborz,بیمارستان شهید رجایی کرج,28.1,30.32,35.9617,50.6788,0.0009381777349379,0.0007421816238755,5.96504679323935,14.766597877170500
طالقان,2435,0.0,البرز,Alborz,بیمارستان شهید رجایی کرج,87.42,68.14,36.18,50.7664,0.0003496129414288,0.0002674129030007,2.2228810996915,5.320501988662200
فرديس,93147,0.0,البرز,Alborz,بیمارستان نور شهریار,15.45,9.87,35.7230849684162,50.9802586811916,0.0009212323129952,0.0016906665368048,5.857305763949120,33.637848324809600
كرج,667520,4.0,البرز,Alborz,بیمارستان شهید رجایی کرج,2.65,1.37,35.8400188,50.9390906,0.0010658132514074,0.0009110697760511,6.776568746774340,18.12683120708360
نظرآباد,49930,0.0,البرز,Alborz,بیمارستان شهید رجایی کرج,35.54,38.46,35.9559,50.6043,0.0007955280785998,0.000700157141963,5.058063133951590,13.930470162019200
آبدانان,34064,0.0,ايلام,Ilam,بیمارستان گنجویان دزفول,139.68,162.29,32.9925,47.419722,3.53705776572403E-05,3.40378867570709E-05,0.22489038374302200,0.6772247791662460
ايلام,99211,1.0,ايلام,Ilam,بیمارستان مصطفی خمینی ایلام,51.52,54.83,33.2957618,46.670534,0.0004912457008896,0.0005016040391316,3.1233992064180500,9.980016886895260
ايوان,28387,0.0,ايلام,Ilam,بیمارستان مصطفی خمینی ایلام,31.65,38.84,33.8281,46.3063,0.0006179889079513,0.0006310197357565,3.9292477494964200,12.5548981418027
بدره,9687,0.0,ايلام,Ilam,بیمارستان مصطفی خمینی ایلام,81.21,85.12,33.3068,47.039,0.0002841827476894,0.0002901749854184,1.8068680641955400,5.773381051005530
چرداول,30856,0.0,ايلام,Ilam,بیمارستان امام علی کرمانشاه,93.61,129.8,33.7018,47.0194,0.0001391424699645,0.0001412707060103,0.8846845468146630,2.810750954173470
چوار,4419,0.0,ايلام,Ilam,بیمارستان مصطفی خمینی ایلام,13.59,16.9,33.696,46.2989,0.0006922502401739,0.000706846932059,4.401410224835300,14.063571598449900
دره شهر,32055,0.0,ايلام,Ilam,بیمارستان مصطفی خمینی ایلام,121.26,127.91,33.139722,47.376111,9.21463555286937E-05,5.53227390708865E-05,0.5858776030231730,1.1007125682492600
دهلران,43125,0.0,ايلام,Ilam,بیمارستان گنجویان دزفول,112.3,133.17,32.6894,47.2691,0.0001120778421544,0.0001106866358838,0.7126043904469150,2.202244019379070
سيروان,13004,0.0,ايلام,Ilam,بیمارستان مصطفی خمینی ایلام,58.33,59.41,33.5689,46.8136,0.0004427674196533,0.0004521035516276,2.815168467975420,8.995145030490890
شيروان وچرداول,28,0.0,ايلام,Ilam,بیمارستان امام علی کرمانشاه,93.61,129.8,33.7018,47.0194,0.0001391424699645,0.0001412707060103,0.8846845468146630,2.810750954173470
ملكشاهي,17841,0.0,ايلام,Ilam,بیمارستان مصطفی خمینی ایلام,67.41,68.64,33.2561,46.7478,0.0003778406360601,0.0003858077309431,2.402356174691140,7.676109778886180
مهران,20919,0.0,ايلام,Ilam,بیمارستان مصطفی خمینی ایلام,64.1,85.6,33.122222,46.164722,0.0004013888179866,0.000409852446545,2.5520783455083600,8.15450837424637
هلیلان,15378,0.0,ايلام,Ilam,بیمارستان بیستون کرمانشاه,95.24,89.9,33.7619,47.1167,0.0001190707320616,0.0001207614445942,0.7570660249144820,2.4026944807352100
بوشهر,102796,1.0,بوشهر,Bushehr,بیمارستان قلب بوشهر,12.63,9.88,28.9233837,50.820314,0.0001902137365586,0.0001997543747457,1.209401797799070,3.974354027620310
تنگستان,37675,0.0,بوشهر,Bushehr,بیمارستان قلب بوشهر,1.82,0.81,28.9837547,50.8330708,0.0001943855267931,0.0002041354113887,1.2359265414949000,4.0615200316160900
جم,20647,0.0,بوشهر,Bushehr,بیمارستان قلب بوشهر,176.45,267.62,27.827778,52.326944,2.57552435639179E-06,3.91617903437437E-06,0.01637549339627110,0.07791710163024970
دشتستان,134456,0.0,بوشهر,Bushehr,بیمارستان قلب بوشهر,46.11,65.92,29.2707,51.2167,0.000144749891829,0.0001520101789699,0.9203372089548380,3.0244257118144100
دشتي,41201,0.0,بوشهر,Bushehr,بیمارستان قلب بوشهر,57.75,83.14,28.6522,51.3793,0.0001223762565905,0.0001285143389811,0.7780829471423310,2.556947658276460
دير,30527,0.0,بوشهر,Bushehr,بیمارستان قلب بوشهر,136.61,207.26,27.8374,51.9346,1.45605887819073E-05,1.52909109545988E-05,0.09257797343372440,0.3042311019008160
ديلم,17185,0.0,بوشهر,Bushehr,بیمارستان قلب بوشهر,139.59,188.76,30.1182632,50.2261227,1.29876949793242E-05,1.71886595626161E-05,0.08257732559930760,0.34198909760572300
عسلويه,14767,0.0,بوشهر,Bushehr,بیمارستان امیرالمومنین علی (ع) گراش,186.47,227.65,27.4721,52.6146,1.99861828470238E-06,2.02254181458639E-06,0.012707455257251600,0.04024090694917120
كنگان,28235,0.0,بوشهر,Bushehr,بیمارستان قلب بوشهر,137.71,206.66,27.8370437,52.0645473,1.39629651806316E-05,1.46633120704912E-05,0.08877821075166720,0.29174426572534700
گناوه,44815,0.0,بوشهر,Bushehr,بیمارستان قلب بوشهر,86.03,113.13,29.579167,50.516944,6.9572159509496E-05,7.30617224284728E-05,0.4423481516626750,1.4536510210008700
اسلامشهر,148617,0.0,تهران,Tehran,بیمارستان بهارلو تهران,24.78,24.68,35.5445805,51.2302457,0.0018848028240072,0.0022223023352479,11.983802879287900,44.215383257195200
بهارستان,266197,0.0,تهران,Tehran,بیمارستان نور شهریار,30.31,26.45,35.520270364914,51.1815776012523,0.0021096050731111,0.0020622353635988,13.413122596856100,41.03065794505890
پاكدشت,135099,0.0,تهران,Tehran,بیمارستان فیروز آبادی تهران,32.07,32.77,35.4668913,51.6860625,0.0032772119955204,0.0020376653993699,20.836907737890900,40.541808895239900
پرديس,46055,0.0,تهران,Tehran,بیمارستان دکتر لواسانی تهران,23.94,24.37,35.7289,51.7562,0.0157279191171008,0.0022113449503816,100.0,43.99737287954510
پيشوا,27582,0.0,تهران,Tehran,بیمارستان فیروز آبادی تهران,48.74,48.5,35.3078,51.7309,0.0032822120908569,0.0014322763740134,20.86869894497480,28.496864626731300
تهران,3197005,26.0,تهران,Tehran,بیمارستان پیامبران تهران,3.64,2.32,35.7219,51.3347,0.0021340117974138,0.0026024769924694,13.568303483284800,51.779416245463700
دماوند,47268,0.0,تهران,Tehran,بیمارستان دکتر لواسانی تهران,41.21,49.14,35.9467494,52.1275481,0.0076324623617757,0.0017402006219201,48.528113000511300,34.62338864618230
رباطكريم,113823,0.0,تهران,Tehran,بیمارستان نور شهریار,30.65,26.36,35.484722,51.082778,0.0016084402447436,0.001974843501541,10.226656385807300,39.29189152558590
رئ,205044,1.0,تهران,Tehran,بیمارستان فیروز آبادی تهران,2.42,1.63,35.6073,51.4386,0.0014594999933582,0.0025592228436673,9.279676367176260,50.91882282556110
شميرانات,75079,3.0,تهران,Tehran,بیمارستان تهرانپارس تهران,48.59,34.96,35.9548021,51.5991643,0.0095063508166567,0.0016997014887523,60.44252100915590,33.817609582642500
شهريار,315140,1.0,تهران,Tehran,بیمارستان نور شهریار,7.47,4.34,35.659722,51.059167,0.0004411005491142,0.0009064269330948,2.8045703047556700,18.034456250958200
فيروزكوه,9100,0.0,تهران,Tehran,بیمارستان کوثر سمنان,68.97,79.24,35.7594,52.7755,0.0016284327917777,0.0016486085853366,10.353771402646200,32.80105469251050
قدس,91460,0.0,تهران,Tehran,بیمارستان نور شهریار,12.36,10.63,35.7141,51.1131,0.0010407166887232,0.0021751120670881,6.617001785008160,43.27647599889780
قرچك,94759,0.0,تهران,Tehran,بیمارستان فیروز آبادی تهران,21.52,23.93,35.4367,51.5724,0.0022315079579503,0.0021558915476372,14.18819578951170,42.89406060003670
ملارد,120710,0.0,تهران,Tehran,بیمارستان نور شهریار,13.13,10.34,35.6672,50.9788,0.0007745711005627,0.0008912922775715,4.924816148885940,17.73333403918070
ورامين,98538,0.0,تهران,Tehran,بیمارستان فیروز آبادی تهران,39.87,40.06,35.3252407,51.6471987,0.001783727675321,0.0016646446743998,11.341154936266000,33.12011201096340
اردل,48059,0.0,چهارمحال وبختيارئ,Chaharmahal and Bakhtiari,بیمارستان آیت اله کاشانی شهرکرد,70.29,73.7,31.9986,50.6623,0.0005657050346547,0.0005371560073153,3.596820599360880,10.68736614080070
بروجن,63147,0.0,چهارمحال وبختيارئ,Chaharmahal and Bakhtiari,بیمارستان آیت اله کاشانی شهرکرد,42.53,63.81,31.965278,51.287222,0.0008742077305939,0.0008300897351026,5.558317817411610,16.515635696045300
بن,16090,0.0,چهارمحال وبختيارئ,Chaharmahal and Bakhtiari,بیمارستان آیت اله کاشانی شهرکرد,24.48,30.34,32.5383,50.7456,0.0010343324720548,0.0009821335929412,6.576410168146030,19.540731489542000
خانمیرزا,48704,0.0,چهارمحال وبختيارئ,Chaharmahal and Bakhtiari,بیمارستان آیت اله کاشانی شهرکرد,92.25,137.18,31.5535,51.0629,0.0003445513827345,0.0003271631551808,2.1906991011918000,6.509305266215560
سامان,19768,0.0,چهارمحال وبختيارئ,Chaharmahal and Bakhtiari,بیمارستان آیت اله کاشانی شهرکرد,21.26,25.15,32.453280453761,50.909600777606,0.00105570575788,0.0010024282490407,6.712304088162190,19.94451813156620
شهركرد,147457,2.0,چهارمحال وبختيارئ,Chaharmahal and Bakhtiari,بیمارستان آیت اله کاشانی شهرکرد,2.1,0.84,32.325556,50.864444,0.0011236179106779,0.0010669131431883,7.144097717645320,21.227522817208
فارسان,69733,0.0,چهارمحال وبختيارئ,Chaharmahal and Bakhtiari,بیمارستان آیت اله کاشانی شهرکرد,30.76,35.73,32.2556357099306,50.5618617614322,0.000985587326109,0.0009358484258382,6.266482671807370,18.61983230758880
فرخ شهر,5151,0.0,چهارمحال وبختيارئ,Chaharmahal and Bakhtiari,بیمارستان آیت اله کاشانی شهرکرد,2.1,0.84,32.325556,50.864444,0.0011236179106779,0.0010669131431883,7.144097717645320,21.227522817208
فلارد,26421,0.0,چهارمحال وبختيارئ,Chaharmahal and Bakhtiari,بیمارستان امام سجاد (ع) بویراحمد,101.84,110.25,31.2903,51.2629,9.14379359237666E-05,0.0001170154579185,0.5813733860339290,2.3281635611949800
كوهرنگ,38526,0.0,چهارمحال وبختيارئ,Chaharmahal and Bakhtiari,بیمارستان آیت اله کاشانی شهرکرد,78.04,88.42,32.4626926556859,50.1339740408699,0.0004821904146906,0.0004578560571081,3.0658246084589800,9.109598059889810
